ID,Shape_Length,Shape_Area,Point_Count,sum_emission_auto,sum_emission_uncertainty_auto,mean_emission_auto,mean_emission_uncertainty_auto
1,0.049820401834594,0.000116111556031,5,590.114626663941181,158.567499894248101,147.528656665985267,39.641874973562032
2,0.053340977977184,0.000145825249481,0,0.000000000000000,0.000000000000000,,
3,0.027394531562055,0.000033424105301,3,188.339490874301305,55.452885808112853,62.779830291433768,18.484295269370950
4,0.065073400939394,0.000131525481637,8,2558.960487564640971,1004.559408659248334,365.565783937805861,143.508486951321203
5,0.029248854718779,0.000044427607366,13,5447.309855868021259,2039.592922381234757,453.942487989001791,169.966076865102877
6,0.036196248661666,0.000041990642278,8,5208.145254783572454,1840.691077633662417,651.018156847946443,230.086384704207802
7,0.032748932466772,0.000043884714412,10,2155.493554536848478,681.269984246381910,244.186694317106088,77.033748030797753
8,0.032308298414193,0.000063301472545,8,1503.673503998121078,508.876599489381420,214.810500571160162,72.696657069911637
9,0.033089600155828,0.000067040039185,25,7397.858253137965221,2388.100016682528803,410.992125174331477,132.672223149029406
10,0.037610384934065,0.000084547014578,13,4017.961821174933903,1536.329047975987805,334.830151764577806,128.027420664665669
11,0.042676085812613,0.000085785034447,9,2564.304034123970268,872.604901413967809,284.922670458218931,96.956100157107528
12,0.085012950032163,0.000124935074129,20,5197.837768813702496,1866.219145327370370,288.768764934094520,103.678841407076163
13,0.064630122030829,0.000188555472861,2,41.185908088850901,23.340342921195006,41.185908088850901,23.340342921195006
14,0.050825557525537,0.000090874614902,0,0.000000000000000,0.000000000000000,,
15,0.039340118817930,0.000086340284015,30,8044.328458272153512,3148.285661674527091,277.390636492143244,108.561574540500928
16,0.017789531715618,0.000017508566005,0,0.000000000000000,0.000000000000000,,
17,0.015805792851049,0.000015405652528,0,0.000000000000000,0.000000000000000,,
18,0.026908832096465,0.000045286654883,3,292.807502688497095,113.147103122504234,97.602500896165722,37.715701040834745
19,0.017246048429568,0.000014344476375,0,0.000000000000000,0.000000000000000,,
20,0.019514953990324,0.000019739725088,2,125.173671958909111,63.397380916384407,125.173671958909111,63.397380916384407
21,0.020818972415057,0.000022867578181,1,86.285591754874318,61.629720647163786,86.285591754874318,61.629720647163786
22,0.012306398190432,0.000007778973159,0,0.000000000000000,0.000000000000000,,
23,0.025017402990337,0.000027382882589,0,0.000000000000000,0.000000000000000,,
24,0.012489685582526,0.000008681755813,0,0.000000000000000,0.000000000000000,,
25,0.010967364944200,0.000006988962876,3,607.538600898737172,258.088954120443759,202.512866966245724,86.029651373481258
26,0.011616130523525,0.000007081765694,0,0.000000000000000,0.000000000000000,,
27,0.011424935544785,0.000004313755486,0,0.000000000000000,0.000000000000000,,
28,0.032092291295722,0.000047920847785,0,0.000000000000000,0.000000000000000,,
29,0.033237789890221,0.000053241905475,0,0.000000000000000,0.000000000000000,,
30,0.028732502929054,0.000039987060938,0,0.000000000000000,0.000000000000000,,
31,0.025003397419425,0.000028134793762,3,906.571408462539694,324.897430638326398,302.190469487513212,108.299143546108795
32,0.019317647940997,0.000022628916344,2,324.592330066625266,114.071899521924905,162.296165033312633,57.035949760962453
33,0.040013057919685,0.000070889106001,23,4828.232754327894327,1585.032408571940095,219.465125196722511,72.046927662360901
34,0.014756726392628,0.000008683955911,0,0.000000000000000,0.000000000000000,,
35,0.028384772077765,0.000020914063425,0,0.000000000000000,0.000000000000000,,
36,0.023089014996751,0.000031130827607,4,450.641557691699290,178.052775587605538,112.660389422924823,44.513193896901385
37,0.025644538847928,0.000029249902667,0,0.000000000000000,0.000000000000000,,
38,0.032616920376165,0.000050010251987,0,0.000000000000000,0.000000000000000,,
39,0.016456910551201,0.000016500400137,0,0.000000000000000,0.000000000000000,,
40,0.030670217686282,0.000045227673419,2,672.454702738445917,295.902433291433624,336.227351369222959,147.951216645716812
41,0.033585081996427,0.000036661505410,0,0.000000000000000,0.000000000000000,,
42,0.024685614439907,0.000026403391136,0,0.000000000000000,0.000000000000000,,
43,0.015380836143869,0.000011602064115,0,0.000000000000000,0.000000000000000,,
44,0.018872078157303,0.000022160929304,0,0.000000000000000,0.000000000000000,,
45,0.012302352518199,0.000008008507163,0,0.000000000000000,0.000000000000000,,
46,0.016021837632868,0.000014115162351,0,0.000000000000000,0.000000000000000,,
51,0.029006235765585,0.000050470263559,0,0.000000000000000,0.000000000000000,,
52,0.032420971101397,0.000058343284596,8,2068.280515955011197,655.542392718021119,258.535064494376400,81.942799089752640
53,0.017840049008680,0.000019793721043,2,405.418012745225042,203.377629272737551,202.709006372612521,101.688814636368775
54,0.021828917012341,0.000018519940043,5,1442.404269630546423,569.565738244686145,288.480853926109262,113.913147648937226
55,0.024431951376750,0.000019840633294,2,580.324295783431808,117.405246751133149,290.162147891715904,58.702623375566574
56,0.024698213870785,0.000036740272255,1,125.501634277463495,28.748789223127076,125.501634277463495,28.748789223127076
57,0.019291403878898,0.000018132446384,0,0.000000000000000,0.000000000000000,,
58,0.020841839534725,0.000015486027762,3,464.908420171737532,129.466354957667761,154.969473390579168,43.155451652555918
59,0.028999328644797,0.000041158650746,0,0.000000000000000,0.000000000000000,,
60,0.016945946065282,0.000012285792739,0,0.000000000000000,0.000000000000000,,
61,0.028988025001632,0.000046266419301,1,140.246192940713030,84.880910557321741,140.246192940713030,84.880910557321741
62,0.016528873813062,0.000016742440819,0,0.000000000000000,0.000000000000000,,
63,0.018016443634390,0.000011049298028,0,0.000000000000000,0.000000000000000,,
64,0.017304134306752,0.000011361982703,0,0.000000000000000,0.000000000000000,,
65,0.024930279154693,0.000022664260896,0,0.000000000000000,0.000000000000000,,
66,0.018454485361827,0.000019974917435,0,0.000000000000000,0.000000000000000,,
67,0.021163498192664,0.000024672710038,1,,,,
68,0.028780689337875,0.000040499937824,8,1351.823131343260457,550.415326025079935,193.117590191894351,78.630760860725701
69,0.017594985387410,0.000008841098300,0,0.000000000000000,0.000000000000000,,
70,0.026793029126806,0.000042356127813,5,1313.419940024693460,443.273978457462022,262.683988004938669,88.654795691492410
71,0.018041427895257,0.000016240527079,1,86.352597421578039,46.362391496277255,86.352597421578039,46.362391496277255
72,0.018464009116896,0.000015569020041,3,85.021030347780737,21.875163900842793,28.340343449260246,7.291721300280931
73,0.032917306180955,0.000055167410058,10,4731.798190821308708,1560.556411668946339,473.179819082130962,156.055641166894617
74,0.014657852034332,0.000011049769091,0,0.000000000000000,0.000000000000000,,
75,0.010302689991209,0.000004608502120,0,0.000000000000000,0.000000000000000,,
76,0.015476941447464,0.000013394342666,0,0.000000000000000,0.000000000000000,,
77,0.010830101745591,0.000003534676016,0,0.000000000000000,0.000000000000000,,
78,0.019896721028097,0.000019935828945,0,0.000000000000000,0.000000000000000,,
79,0.018569452859044,0.000021030223227,0,0.000000000000000,0.000000000000000,,
80,0.011881570215702,0.000005073771018,0,0.000000000000000,0.000000000000000,,
81,0.014837944918878,0.000012439142873,1,71.215707932746454,26.357908710879631,71.215707932746454,26.357908710879631
82,0.019274517893874,0.000012513072152,0,0.000000000000000,0.000000000000000,,
83,0.011785449634814,0.000008203895303,0,0.000000000000000,0.000000000000000,,
84,0.009954956556101,0.000005970544125,0,0.000000000000000,0.000000000000000,,
85,0.034264536948282,0.000046368912375,1,296.128404133227889,70.732524358956212,296.128404133227889,70.732524358956212
86,0.042823362841735,0.000038413317353,0,0.000000000000000,0.000000000000000,,
87,0.033238305799078,0.000055700807244,1,193.909148053758599,101.056308911677348,193.909148053758599,101.056308911677348
88,0.034946880401917,0.000052338991508,0,0.000000000000000,0.000000000000000,,
89,0.034750896761718,0.000068132860895,3,570.595192142257019,200.714259528679207,190.198397380752340,66.904753176226407
90,0.011247456322417,0.000007589887410,0,0.000000000000000,0.000000000000000,,
91,0.028536075578368,0.000038588672324,1,,,,
92,0.022228619372911,0.000015383841670,0,0.000000000000000,0.000000000000000,,
93,0.016095154475199,0.000008514691125,0,0.000000000000000,0.000000000000000,,
94,0.015553740014344,0.000007972961167,0,0.000000000000000,0.000000000000000,,
95,0.012711252183181,0.000008448301256,0,0.000000000000000,0.000000000000000,,
96,0.012945357395888,0.000008434765276,0,0.000000000000000,0.000000000000000,,
97,0.011564890984587,0.000004223275359,0,0.000000000000000,0.000000000000000,,
98,0.026601275422860,0.000033705353061,0,0.000000000000000,0.000000000000000,,
99,0.023402269325519,0.000034030926315,3,380.208146977958165,94.710380280896516,126.736048992652726,31.570126760298837
100,0.013440194969049,0.000007117799653,0,0.000000000000000,0.000000000000000,,
101,0.022489376275065,0.000018230545941,0,0.000000000000000,0.000000000000000,,
102,0.031641871786586,0.000061962971968,0,0.000000000000000,0.000000000000000,,
103,0.005811465841987,0.000002154425422,0,0.000000000000000,0.000000000000000,,
104,0.015789916221308,0.000015655135160,2,326.417827054252143,155.250530466179953,163.208913527126072,77.625265233089976
